t,JH2_L,JH2_R,JO2_L,JO2_R,i_cross,MB_resid
22.95000000000019,-3.1391103832466278e-12,-5.1848211028856454e-5,8.145972566137641e-5,2.1066375460003832e-12,1.418794720376739e-6,-2.8692761725596094e-9
23.000000000000192,-3.126923923875599e-12,-5.164676706647484e-5,8.135973450233504e-5,2.1277624521785195e-12,1.424596065618482e-6,-2.860877337384094e-9
23.050000000000193,-3.1147774107539723e-12,-5.144610580393337e-5,8.125998212752697e-5,2.1486478659733675e-12,1.4303126893052538e-6,-2.852522421070182e-9
23.100000000000193,-3.1026765504888043e-12,-5.124622419884012e-5,8.116046702197524e-5,2.169295694171418e-12,1.4359464285525352e-6,-2.8442110441742174e-9
23.150000000000194,-3.0906213430800958e-12,-5.1047119220695674e-5,8.106118768441345e-5,2.1897101317029523e-12,1.4414989023573049e-6,-2.835942959471e-9
23.200000000000195,-3.078617495134903e-12,-5.0848787850753425e-5,8.096214262711494e-5,2.209890034496075e-12,1.4469707703826956e-6,-2.8277176940586478e-9
23.250000000000195,-3.066653593439112e-12,-5.065122708212222e-5,8.086333037580422e-5,2.2298418856248567e-12,1.45236233229942e-6,-2.8195351631796553e-9
23.300000000000196,-3.0547381979033093e-12,-5.045443391955808e-5,8.076474946951066e-5,2.2495649223747004e-12,1.4576749455560361e-6,-2.8113948337589196e-9
23.350000000000197,-3.04287986843808e-12,-5.025840537956695e-5,8.066639846043875e-5,2.2690591447456065e-12,1.462910261964189e-6,-2.8032965765866467e-9
23.400000000000198,-3.0310557786151947e-12,-5.00631384902506e-5,8.056827591380788e-5,2.2883333239554338e-12,1.4680672618683258e-6,-2.795240045992079e-9
23.4500000000002,-3.01927448834524e-12,-4.98686302913009e-5,8.04703804077869e-5,2.3073836464312002e-12,1.4731461252646561e-6,-2.787224853288738e-9
23.5000000000002,-3.0075445575388014e-12,-4.967487783393994e-5,8.037271053333227e-5,2.3262127816739937e-12,1.47814953423563e-6,-2.7792508171709147e-9
